topic,n,mean_procedural_score,mean_cluster_score,mean_abs_disagreement,cluster_high_share,procedural_high_share,mean_word_count
Glace Bay heavy water plant reconstruction,1,0.0,0.5,0.5,0.0,0.0,66.0
Glace Bay mining disaster,1,0.0,0.75,0.75,1.0,0.0,76.0
Gladstone Liberalism and individual rights,1,0.25,0.0,0.25,0.0,0.0,80.0
Glassco commission report on purchasing procedures,1,0.0,0.5,0.5,0.0,0.0,218.0
Global leak investigation,1,0.25,0.5,0.25,0.0,0.0,55.0
Globe and Mail editorial on government budget,1,0.25,0.75,0.5,1.0,0.0,187.0
Globe and Mail story correction,1,0.5,0.5,0.0,0.0,0.0,51.0
Gold report and illegal picketing,1,0.25,0.5,0.25,0.0,0.0,113.0
Good Friday sitting and party leaders' meeting,1,0.5,0.75,0.25,1.0,0.0,1080.0
Good News Broadcasting Corporation incorporation,1,0.1,0.0,0.1,0.0,0.0,514.0
Goods and Services Tax (GST) administration,1,0.25,0.0,0.25,0.0,0.0,88.0
Goods and Services Tax (GST) advantages,1,0.1,0.0,0.1,0.0,0.0,738.0
Goods and Services Tax (GST) debate and opposition obstruction,1,0.75,0.75,0.0,1.0,1.0,1303.0
Goods and Services Tax (GST) economic impact,1,0.0,0.0,0.0,0.0,0.0,152.0
Goods and Services Tax (GST) implementation,1,0.25,0.0,0.25,0.0,0.0,143.0
Goods and Services Tax (GST) on automobiles,1,0.25,0.0,0.25,0.0,0.0,245.0
Goods and Services Tax (GST) policy,1,0.25,0.0,0.25,0.0,0.0,96.0
Goods and Services Tax (GST) reform,1,0.25,0.0,0.25,0.0,0.0,348.0
Goods and Services Tax (GST) surtax,1,0.25,0.0,0.25,0.0,0.0,111.0
Goods and Services Tax administration,1,0.25,0.5,0.25,0.0,0.0,102.0
Goods and Services Tax brochure,1,0.0,0.0,0.0,0.0,0.0,92.0
Goods and Services Tax opposition,1,0.25,0.0,0.25,0.0,0.0,189.0
Goods and Services Tax rebate cheques,1,0.25,0.0,0.25,0.0,0.0,135.0
Goods and Services Tax removal,1,0.25,0.0,0.25,0.0,0.0,99.0
Goods and Services Tax scheme,1,0.25,0.0,0.25,0.0,0.0,293.0
Goods and Services Tax visibility and accountability,1,0.0,0.0,0.0,0.0,0.0,166.0
Goodyear inter-corporate transfers and levies,1,0.0,0.5,0.5,0.0,0.0,63.0
Goodyear plant investment discussions,1,0.0,0.5,0.5,0.0,0.0,64.0
Goodyear tire remission and Canadian tire industry,1,0.25,0.0,0.25,0.0,0.0,486.0
Goose Bay air force base lease negotiations,1,0.25,0.5,0.25,0.0,0.0,999.0
Gordon Robertson's advice on constitutional accord,1,0.1,0.75,0.65,1.0,0.0,344.0
Gordon commission and maritime provinces,1,0.25,0.5,0.25,0.0,0.0,115.0
Gouzenko affair documents resealing,1,0.25,0.5,0.25,0.0,0.0,221.0
Gouzenko testimony and MI5 references,1,0.0,0.75,0.75,1.0,0.0,72.0
Government Annuities Act provisions,1,0.0,0.75,0.75,1.0,0.0,184.0
Government Organization Act administration,1,0.5,1.0,0.5,1.0,0.0,66.0
Government Organization Act amendments,1,0.25,1.0,0.75,1.0,0.0,50.0
Government Organization Act debate,1,0.5,0.75,0.25,1.0,0.0,100.0
Government Organization Act ministers of state,1,0.25,0.0,0.25,0.0,0.0,1345.0
Government Organization Act parliamentary secretaries,1,0.25,0.5,0.25,0.0,0.0,217.0
Government Organization Act reorganization of departments,1,0.25,0.5,0.25,0.0,0.0,1416.0
"Government Organization Act, 1970",1,0.25,0.0,0.25,0.0,0.0,153.0
"Government Organization Act, 1983 regional development",1,0.25,0.0,0.25,0.0,0.0,1111.0
Government borrowing and public spending,1,0.25,0.0,0.25,0.0,0.0,526.0
Government duplicity and hypocrisy,1,0.5,0.75,0.25,1.0,0.0,96.0
Government incompetence and disdain for Parliament,1,0.5,0.5,0.0,0.0,0.0,124.0
Government support for Devco and Atlantic development,1,0.25,0.0,0.25,0.0,0.0,77.0
Government support for the textile industry,1,0.0,0.0,0.0,0.0,0.0,86.0
Government's actions against Canadians,1,0.5,0.75,0.25,1.0,0.0,134.0
Governor General Awards for Canadian authors,1,0.0,0.5,0.5,0.0,0.0,201.0
Governor General and the Queen,1,0.25,0.0,0.25,0.0,0.0,85.0
Governor General retiring annuity,1,0.0,0.75,0.75,1.0,0.0,91.0
Governor General signing letters of credence,1,0.25,0.75,0.5,1.0,0.0,127.0
Governor General warrants and parliamentary supremacy,1,0.5,0.0,0.5,0.0,0.0,490.0
Governor General's Literary Awards submissions,1,0.0,0.5,0.5,0.0,0.0,81.0
Governor General's Remembrance Day ceremonies in Japan,1,0.0,0.5,0.5,0.0,0.0,135.0
Governor General's legal opinion on senators,1,0.25,0.5,0.25,0.0,0.0,61.0
Governor General's recommendation for public revenue appropriation,1,0.5,0.0,0.5,0.0,0.0,345.0
Governor General's recommendation on Canada Pension Plan bill,1,0.5,0.0,0.5,0.0,0.0,271.0
Governor General's recommendation on bills,1,0.5,1.0,0.5,1.0,0.0,94.0
Governor General's recommendations for estimates,1,0.5,0.75,0.25,1.0,0.0,122.0
Governor General's role in US President's visit,1,0.5,0.25,0.25,0.0,0.0,147.0
Governor General's term extension,1,0.0,0.0,0.0,0.0,0.0,127.0
Governor General's warrants,1,0.75,1.0,0.25,1.0,1.0,93.0
Governor Generals' warrants and parliamentary supply,1,0.25,0.75,0.5,1.0,0.0,522.0
Governor in Council appointments,1,0.25,0.5,0.25,0.0,0.0,101.0
Governor in Council fund transfers,1,0.25,0.5,0.25,0.0,0.0,138.0
Governor of the Bank of Canada remuneration,1,0.0,0.0,0.0,0.0,0.0,87.0
Grain Transportation Act amendments,1,0.25,0.0,0.25,0.0,0.0,1417.0
Grain Transportation Act payment methods,1,0.25,0.75,0.5,1.0,0.0,125.0
Grain Transportation Agency Administrator tenure,1,0.25,0.0,0.25,0.0,0.0,505.0
Grain Transportation Task Force budget,1,0.25,0.75,0.5,1.0,0.0,58.0
Grand Canal Project water diversion,1,0.25,0.5,0.25,0.0,0.0,143.0
Grand canal project representation,1,0.0,0.75,0.75,1.0,0.0,66.0
Grand canal project studies and talks,1,0.0,0.25,0.25,0.0,0.0,88.0
Grand canal proposal feasibility survey,1,0.0,0.5,0.5,0.0,0.0,76.0
Grande Hermine ship and Canadian history,1,0.25,0.0,0.25,0.0,0.0,811.0
Grande Hermine ship berth policy,1,0.0,0.25,0.25,0.0,0.0,76.0
Gravel affair and contracting procedures,1,0.25,0.75,0.5,1.0,0.0,101.0
Great Canadian Oil Sands project development,1,0.25,0.0,0.25,0.0,0.0,446.0
Great Lakes Water Levels,1,0.25,1.0,0.75,1.0,0.0,163.0
Great Lakes Water Levels Board meeting,1,0.0,0.5,0.5,0.0,0.0,85.0
Great Lakes Water Quality Agreement,1,0.0,0.5,0.5,0.0,0.0,136.0
Great Lakes Water Quality Agreement costs,1,0.0,0.25,0.25,0.0,0.0,338.0
Great Lakes Water Quality Board operations,1,0.0,0.5,0.5,0.0,0.0,880.0
Great Lakes and St. Lawrence waste seepage,1,0.0,0.5,0.5,0.0,0.0,107.0
Great Lakes clean up program,1,0.0,0.0,0.0,0.0,0.0,227.0
Great Lakes clean-up negotiations,1,0.0,0.5,0.5,0.0,0.0,57.0
Great Lakes fish stocks,1,0.25,0.75,0.5,1.0,0.0,199.0
Great Lakes fish stocks and invasive species,1,0.0,0.5,0.5,0.0,0.0,159.0
Great Lakes flood control program,1,0.0,0.75,0.75,1.0,0.0,101.0
Great Lakes pilotage and navigational safety,1,0.0,0.5,0.5,0.0,0.0,105.0
Great Lakes pipeline decision,1,0.0,0.25,0.25,0.0,0.0,58.0
Great Lakes pollution cleanup,1,0.0,0.25,0.25,0.0,0.0,125.0
Great Lakes pollution control and remedial action plans,1,0.0,0.5,0.5,0.0,0.0,393.0
Great Lakes pollution from Ontario industries,1,0.0,0.25,0.25,0.0,0.0,77.0
Great Lakes pollution inquiry,1,0.0,0.5,0.5,0.0,0.0,59.0
Great Lakes project financing and exports,1,0.0,0.25,0.25,0.0,0.0,757.0
Great Lakes search and rescue services,1,0.0,0.5,0.5,0.0,0.0,77.0
Great Lakes shipping and trusteeship act,1,0.25,0.25,0.0,0.0,0.0,65.0
Great Lakes shipping and winter freeze,1,0.0,0.5,0.5,0.0,0.0,69.0
Great Lakes shipping capacity and management,1,0.0,0.5,0.5,0.0,0.0,218.0
Great Lakes shipping co-operation,1,0.25,0.25,0.0,0.0,0.0,73.0
Great Lakes shipping traffic control,1,0.0,0.5,0.5,0.0,0.0,75.0
Great Lakes toxic spots funding,1,0.25,0.0,0.25,0.0,0.0,146.0
Great Lakes toxic waste reduction,1,0.0,0.25,0.25,0.0,0.0,68.0
Great Lakes water level regulation,1,0.0,0.5,0.5,0.0,0.0,57.0
Great Lakes water level study,1,0.0,0.0,0.0,0.0,0.0,104.0
Great Lakes water levels,1,0.25,0.5,0.25,0.0,0.0,122.0
Great Lakes water levels and environmental protection,1,0.0,0.0,0.0,0.0,0.0,238.0
Great Lakes water levels and pollution,1,0.0,0.25,0.25,0.0,0.0,138.0
Great Lakes water levels and shoreline protection,1,0.5,0.5,0.0,0.0,0.0,166.0
Great Lakes water pollution and taxation,1,0.1,0.0,0.1,0.0,0.0,1089.0
Great Lakes water quality agreement funding,1,0.0,0.25,0.25,0.0,0.0,58.0
Great Lakes water quality agreement meetings,1,0.0,0.25,0.25,0.0,0.0,116.0
Great Lakes-St. Lawrence Deep Waterway report,1,0.0,0.5,0.5,0.0,0.0,73.0
Great Plains Project funding and incorporation,1,0.0,0.0,0.0,0.0,0.0,343.0
Great Slave Lake Railway committee meeting,1,0.5,0.75,0.25,1.0,0.0,87.0
Great Slave Lake Railway operations,1,0.0,0.5,0.5,0.0,0.0,94.0
Great Slave Lake railway tendering and compensation,1,0.5,0.5,0.0,0.0,0.0,607.0
Great Whale hydroelectric project and global warming,1,0.0,0.0,0.0,0.0,0.0,186.0
Great Whale project environmental assessment,1,0.0,0.5,0.5,0.0,0.0,76.0
Great Whale project impact studies,1,0.0,0.0,0.0,0.0,0.0,89.0
Greece and NATO alliance,1,0.0,0.0,0.0,0.0,0.0,50.0
Greek seamen desertions in Canadian ports,1,0.0,0.5,0.5,0.0,0.0,77.0
Greek troops landing in Cyprus,1,0.0,0.5,0.5,0.0,0.0,141.0
Greek-Turkish relations and ecumenical patriarchate,1,0.0,0.5,0.5,0.0,0.0,113.0
Green Gables Golf Course redesign,1,0.0,0.5,0.5,0.0,0.0,287.0
Green Plan environmental initiatives,1,0.0,0.5,0.5,0.0,0.0,156.0
Green Plan funding and taxation,1,0.25,0.75,0.5,1.0,0.0,168.0
Green Plan funding sources,1,0.25,0.5,0.25,0.0,0.0,109.0
Green Plan spending commitment,1,0.25,0.5,0.25,0.0,0.0,120.0
Green Plan tabling schedule,1,0.0,0.5,0.5,0.0,0.0,75.0
Greenland seal catches and quotas,1,0.0,0.5,0.5,0.0,0.0,240.0
Grenada invasion and Canadian response,1,0.25,0.75,0.5,1.0,0.0,241.0
Grenada refugees screening,1,0.25,0.5,0.25,0.0,0.0,105.0
Grenada revolution and Caribbean assistance,1,0.25,0.75,0.5,1.0,0.0,126.0
Grey Cup Game sponsorship and payments,1,0.0,0.5,0.5,0.0,0.0,65.0
Grey Cup celebrations in Winnipeg,1,0.0,0.5,0.5,0.0,0.0,144.0
Gros Cacouna harbour infrastructure expenditures,1,0.0,0.5,0.5,0.0,0.0,68.0
Gros Morne Park Area Development projects status,1,0.0,0.5,0.5,0.0,0.0,238.0
Gros Morne Subsidiary Agreement projects,1,0.0,0.5,0.5,0.0,0.0,56.0
Grosse Île Irish memorial national historic park,1,0.0,0.0,0.0,0.0,0.0,181.0
Group of Ten finance ministers meeting,1,0.0,0.75,0.75,1.0,0.0,97.0
Guaranteed Income Supplement and OAS expenditures,1,0.0,0.0,0.0,0.0,0.0,52.0
Guaranteed Income Supplement and old age security,1,0.25,0.0,0.25,0.0,0.0,291.0
Guaranteed Income Supplement for seniors,1,0.25,0.75,0.5,1.0,0.0,239.0
Guaranteed Income Supplement increase,1,0.0,0.5,0.5,0.0,0.0,80.0
Guatemala disappeared persons and human rights,1,0.0,0.5,0.5,0.0,0.0,145.0
Guillain-Barre syndrome from swine flu vaccinations,1,0.0,0.25,0.25,0.0,0.0,86.0
Gulf Canada chemical products and electricity costs,1,0.0,0.5,0.5,0.0,0.0,124.0
Gulf Canada shares and Canadian ownership,1,0.25,0.0,0.25,0.0,0.0,252.0
Gulf U.S. contract pricing,1,0.25,0.5,0.25,0.0,0.0,71.0
Gulf and Ultramar transaction,1,0.0,0.5,0.5,0.0,0.0,89.0
Gulf and Western Ginn share divestment,1,0.0,0.5,0.5,0.0,0.0,114.0
Gulf of St. Lawrence fishing rights,1,0.25,0.75,0.5,1.0,0.0,59.0
Gulf refinery operations and Expo '86,1,0.0,0.5,0.5,0.0,0.0,60.0
Gull Island hydro project funding,1,0.25,0.0,0.25,0.0,0.0,182.0
Gull Island hydroelectric project,1,0.0,0.5,0.5,0.0,0.0,59.0
Gull Island hydroelectric project employment,1,0.0,0.0,0.0,0.0,0.0,89.0
Gull Island project energy development,1,0.25,0.0,0.25,0.0,0.0,412.0
Gustave Benjamin Boyer biography,1,0.0,0.75,0.75,1.0,0.0,52.0
Gwich'in land claim and wildlife management,1,0.1,0.5,0.4,0.0,0.0,236.0
H.M.C.S. Bonaventure overhaul,1,0.25,0.5,0.25,0.0,0.0,84.0
HARP project support,1,0.0,0.25,0.25,0.0,0.0,71.0
HMCS BRAS D'OR ship construction and costs,1,0.0,0.5,0.5,0.0,0.0,100.0
HMCS Bonaventure refit and RCN sealift capability,1,0.0,0.5,0.5,0.0,0.0,132.0
HMCS Bonaventure refit and repair contract,1,0.0,0.5,0.5,0.0,0.0,276.0
HMCS Protecteur refit on west coast,1,0.25,0.0,0.25,0.0,0.0,120.0
Ha'ida land claim and park agreement,1,0.25,0.75,0.5,1.0,0.0,306.0
Habitat 67 apartment costs,1,0.0,0.5,0.5,0.0,0.0,54.0
Habitat 76 conference in Vancouver,1,0.0,0.5,0.5,0.0,0.0,72.0
Habitat Conference hotel room costs,1,0.0,0.5,0.5,0.0,0.0,53.0
Habitat Secretariat booklet cost,1,0.0,0.5,0.5,0.0,0.0,65.0
Habitat follow-up program,1,0.25,0.5,0.25,0.0,0.0,115.0
Hache findings on fishing regulations,1,0.0,0.0,0.0,0.0,0.0,93.0
Haida aboriginal claim negotiations,1,0.25,0.25,0.0,0.0,0.0,110.0
Haida art and aboriginal rights,1,0.0,0.0,0.0,0.0,0.0,213.0
Haida land claim and South Moresby park,1,0.25,0.0,0.25,0.0,0.0,305.0
Haida people's urgent situation,1,0.0,0.5,0.5,0.0,0.0,118.0
Haines Road maintenance and Yukon development,1,0.25,0.0,0.25,0.0,0.0,289.0
Haines cut-off highway agreement with Alaska,1,0.0,0.25,0.25,0.0,0.0,245.0
Haines cut-off road maintenance,1,0.0,0.75,0.75,1.0,0.0,63.0
Haines cut-off road negotiations,1,0.25,0.5,0.25,0.0,0.0,116.0
Haiti coup and safety of Canadians,1,0.0,0.0,0.0,0.0,0.0,74.0
Haitian democracy and human rights,1,0.25,0.0,0.25,0.0,0.0,219.0
Haitian economic and diplomatic boycotts,1,0.0,0.25,0.25,0.0,0.0,129.0
Haitian elections and Canadian policy,1,0.25,0.5,0.25,0.0,0.0,75.0
Haitian elections and democratic process,1,0.25,0.5,0.25,0.0,0.0,86.0
Haitian refugee claims and immigration law,1,0.0,0.5,0.5,0.0,0.0,98.0
Haitian refugee claims and immigration process,1,0.0,0.5,0.5,0.0,0.0,306.0
Haitian refugees and deportation policy,1,0.25,0.0,0.25,0.0,0.0,798.0
Haitian refugees humanitarian grounds,1,0.25,0.75,0.5,1.0,0.0,91.0
Hal Banks and Liberal party dealings,1,0.25,0.0,0.25,0.0,0.0,207.0
Hal Banks and labour relations,1,0.5,0.0,0.5,0.0,0.0,139.0
Hal Banks disappearance and S.I.U. investigation,1,0.25,0.0,0.25,0.0,0.0,210.0
Hal Banks police action and court appearance,1,0.25,0.5,0.25,0.0,0.0,69.0
Hal Banks union activities investigation,1,0.1,0.0,0.1,0.0,0.0,624.0
Hal Chamberlain Banks and Conservative inaction,1,0.25,0.0,0.25,0.0,0.0,116.0
Halcion drug safety review,1,0.0,0.5,0.5,0.0,0.0,313.0
Halifax International Airport operating conditions,1,0.25,0.5,0.25,0.0,0.0,94.0
Halifax air traffic controller incident,1,0.25,0.5,0.25,0.0,0.0,122.0
Halifax airplane crash investigation,1,0.0,0.5,0.5,0.0,0.0,52.0
Halifax government telephone service contract,1,0.0,0.0,0.0,0.0,0.0,66.0
Halifax piers rental by National Harbours Board,1,0.0,0.5,0.5,0.0,0.0,74.0
Halifax pilots' pension fund details,1,0.0,0.0,0.0,0.0,0.0,101.0
Halifax port assistance and freight rates,1,0.25,0.0,0.25,0.0,0.0,552.0
Halifax port cargo tonnage,1,0.0,0.5,0.5,0.0,0.0,52.0
Halifax port container facilities investment,1,0.0,0.5,0.5,0.0,0.0,98.0
Halifax port transportation co-ordination,1,0.0,0.5,0.5,0.0,0.0,92.0
Halifax shipyard employment,1,0.0,0.5,0.5,0.0,0.0,79.0
Halifax shipyards employment,1,0.0,0.5,0.5,0.0,0.0,93.0
Halifax-Dartmouth port dispute resolution,1,0.25,0.5,0.25,0.0,0.0,268.0
Hall Commission Report on grain handling,1,0.25,0.0,0.25,0.0,0.0,1137.0
Hall Commission grain handling and transportation rates,1,0.25,0.0,0.25,0.0,0.0,1504.0
Hall Commission health insurance recommendations,1,0.0,0.5,0.5,0.0,0.0,268.0
Hall Commission report on railway freight rates,1,0.25,0.5,0.25,0.0,0.0,386.0
Hall Report railway wages,1,0.0,0.5,0.5,0.0,0.0,71.0
Hall commission report implementation,1,0.0,0.5,0.5,0.0,0.0,88.0
Hall commission report on transportation,1,0.25,0.5,0.25,0.0,0.0,165.0
Hall report and government action,1,0.25,0.5,0.25,0.0,0.0,87.0
Hall report on labour settlement,1,0.0,0.5,0.5,0.0,0.0,66.0
Hall report on prairie roadbeds,1,0.25,0.5,0.25,0.0,0.0,89.0
Hall report railway grain costs,1,0.25,0.5,0.25,0.0,0.0,103.0
Hall review of medicare principles,1,0.0,0.5,0.5,0.0,0.0,120.0
Hamilton Harbour Commission patronage appointment,1,0.25,0.75,0.5,1.0,0.0,157.0
Hamilton Harbour Commission vacancy and land sale,1,0.25,0.5,0.25,0.0,0.0,302.0
Hamilton Harbour Commissioners Act update,1,0.25,0.0,0.25,0.0,0.0,103.0
Hamilton Harbour clean-up funding,1,0.0,0.0,0.0,0.0,0.0,112.0
Hamilton Harbour cleanup funding,1,0.0,0.0,0.0,0.0,0.0,101.0
Hamilton airport as alternative to Pearson,1,0.25,0.5,0.25,0.0,0.0,166.0
Hamilton airport expansion and land requirements,1,0.0,0.5,0.5,0.0,0.0,260.0
Hamilton airport expansion funding,1,0.25,0.5,0.25,0.0,0.0,121.0
Hamilton airport facilities,1,0.0,0.5,0.5,0.0,0.0,87.0
Hamilton airport upgrading funding,1,0.0,0.5,0.5,0.0,0.0,66.0
Hamilton harbour commissioners conflict of interest,1,0.25,0.5,0.25,0.0,0.0,120.0
Hamilton task force visit,1,0.25,0.75,0.5,1.0,0.0,89.0
Hamilton urban renewal project funding,1,0.0,0.75,0.75,1.0,0.0,85.0
Haney correctional institution staff to inmate ratio,1,0.0,0.0,0.0,0.0,0.0,386.0
"Hanna, Alberta water supply and quality",1,0.0,0.5,0.5,0.0,0.0,90.0
Hansard accuracy,1,0.75,1.0,0.25,1.0,1.0,101.0
Hansard record accuracy,1,0.75,0.75,0.0,1.0,1.0,62.0
Hansard reporting accuracy,1,0.75,0.75,0.0,1.0,1.0,58.0
Hansard translation availability,1,0.25,0.5,0.25,0.0,0.0,56.0
Hansard translation delay,1,0.75,1.0,0.25,1.0,1.0,105.0
Harbour-front and Terminal 3 deals,1,0.25,0.5,0.25,0.0,0.0,207.0
Harbourfront corporation review and moratorium,1,0.0,0.5,0.5,0.0,0.0,85.0
Harbourfront development and public access,1,0.25,0.0,0.25,0.0,0.0,513.0
Harbourfront property development moratorium,1,0.25,0.0,0.25,0.0,0.0,703.0
Harbourfront public land sales and endowment fund,1,0.25,0.0,0.25,0.0,0.0,105.0
Harrington lake and Lac Mousseau naming dispute,1,0.0,0.5,0.5,0.0,0.0,429.0
Harvard training aircraft air display,1,0.25,0.5,0.25,0.0,0.0,172.0
Hatfield police investigation and charges,1,0.25,0.5,0.25,0.0,0.0,285.0
Hawker Siddeley railcar plant orders,1,0.25,0.0,0.25,0.0,0.0,1064.0
Hazardous Products Act,1,0.0,0.5,0.5,0.0,0.0,117.0
Hazardous Products Act and consumer safety,1,0.0,0.5,0.5,0.0,0.0,69.0
Health Lifestyle Calendar distribution,1,0.0,0.5,0.5,0.0,0.0,221.0
Health Protection Branch emergency drug release program,1,0.1,0.0,0.1,0.0,0.0,448.0
Health Resources Fund Act funding and provincial consultation,1,0.25,0.0,0.25,0.0,0.0,1381.0
Heart Month and anti-tobacco campaign,1,0.0,0.5,0.5,0.0,0.0,132.0
Helsinki Accord and Polish Government,1,0.25,0.5,0.25,0.0,0.0,149.0
Helsinki Accords and Canadian delegation,1,0.0,0.0,0.0,0.0,0.0,142.0
Helsinki Agreement and religious freedom,1,0.25,0.0,0.25,0.0,0.0,2067.0
Helsinki Final Act compliance and human rights,1,0.0,0.5,0.5,0.0,0.0,94.0
Helsinki conference agenda,1,0.25,0.5,0.25,0.0,0.0,56.0
Her Majesty's visit state dinner,1,0.5,0.75,0.25,1.0,0.0,112.0
Hercules aircraft accident investigation,1,0.0,0.75,0.75,1.0,0.0,232.0
Hercules aircraft for Biafra relief,1,0.0,0.5,0.5,0.0,0.0,61.0
Heritage Canada name registration and compensation,1,0.0,0.5,0.5,0.0,0.0,489.0
Heritage Day bill to committee,1,0.5,0.5,0.0,0.0,0.0,60.0
Heritage Day holiday,1,0.0,0.75,0.75,1.0,0.0,91.0
Heritage Day holiday bill,1,0.25,0.5,0.25,0.0,0.0,59.0
Hibernia Development Project passage,1,0.75,0.0,0.75,0.0,1.0,218.0
Hibernia Statement of Principles and trade deal,1,0.0,0.0,0.0,0.0,0.0,101.0
Hibernia development expenditures and Newfoundland benefits,1,0.25,0.5,0.25,0.0,0.0,117.0
Hibernia development project and regional economic development,1,0.0,0.0,0.0,0.0,0.0,164.0
Hibernia offshore oil jurisdiction,1,0.5,0.5,0.0,0.0,0.0,153.0
Hibernia offshore oil project,1,0.25,0.0,0.25,0.0,0.0,282.0
Hibernia oil development and Newfoundland revenue sharing,1,0.25,0.0,0.25,0.0,0.0,1422.0
Hibernia oil development and PIP grants,1,0.25,0.0,0.25,0.0,0.0,115.0
Hibernia oil field ownership,1,0.0,0.5,0.5,0.0,0.0,74.0
Hibernia oil prices and energy security,1,0.0,0.0,0.0,0.0,0.0,82.0
Hibernia oil project consortium,1,0.0,0.0,0.0,0.0,0.0,143.0
Hibernia oil project economic impact,1,0.25,0.0,0.25,0.0,0.0,668.0
Hibernia oil project investors,1,0.25,0.5,0.25,0.0,0.0,178.0
Hibernia oil reserves and self-sufficiency,1,0.0,0.5,0.5,0.0,0.0,52.0
Hibernia oil self-sufficiency,1,0.0,0.5,0.5,0.0,0.0,76.0
Hibernia project and Bill C-44,1,0.25,0.0,0.25,0.0,0.0,182.0
Hibernia project and Newfoundland economic plight,1,0.25,0.0,0.25,0.0,0.0,271.0
Hibernia project and free trade treaty,1,0.25,0.0,0.25,0.0,0.0,56.0
Hibernia project economic impact,1,0.5,0.75,0.25,1.0,0.0,135.0
Hibernia project financial assistance,1,0.0,0.0,0.0,0.0,0.0,310.0
Hibernia project jobs,1,0.25,0.75,0.5,1.0,0.0,145.0
Hibernia project oil development,1,0.0,0.0,0.0,0.0,0.0,691.0
High Altitude Research Project funding,1,0.0,0.0,0.0,0.0,0.0,142.0
High Commissioner of Trinidad and Tobago,1,0.25,0.75,0.5,1.0,0.0,69.0
Highland Fisheries plant closure in Glace Bay,1,0.0,0.0,0.0,0.0,0.0,194.0
Hire North contracts without tenders,1,0.25,0.25,0.0,0.0,0.0,81.0
Hire North project highway construction,1,0.25,0.25,0.0,0.0,0.0,465.0
Hobbema Reserve school and housing contract details,1,0.0,0.25,0.25,0.0,0.0,77.0
Hockey Canada representatives before committee,1,0.25,0.5,0.25,0.0,0.0,61.0
Hog Marketing Board performance in Ontario,1,0.0,0.0,0.0,0.0,0.0,269.0
Holland College Marine Centre funding,1,0.0,0.5,0.5,0.0,0.0,133.0
Hollis security clearance and Canadian secrets,1,0.0,0.5,0.5,0.0,0.0,169.0
Holocaust denial and hate speech legislation,1,0.1,0.5,0.4,0.0,0.0,200.0
Home Insulation Program for Quebec and Alberta,1,0.0,0.0,0.0,0.0,0.0,130.0
Home Oil Company takeover by Ashland Oil,1,0.25,0.0,0.25,0.0,0.0,144.0
Home Oil ownership,1,0.0,0.0,0.0,0.0,0.0,112.0
Home Oil proposal fairness to shareholders,1,0.0,0.0,0.0,0.0,0.0,55.0
Home Oil transaction,1,0.0,0.5,0.5,0.0,0.0,60.0
Hon. Jean-Luc Pepin's associations with Crown corporations and government,1,0.25,0.5,0.25,0.0,0.0,98.0
