topic,category,error
Canadian dollar value and EEC meeting,,"ParseError: expected 50 labels, got 49: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Foreign Affairs & Defence"
court jurisdiction over regulations,,"ParseError: expected 50 labels, got 49: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Foreign Affairs & Defence"
Quebec agricultural inspection legislation,,"ParseError: expected 50 labels, got 49: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Foreign Affairs & Defence"
housing and mortgage corporation observers,,"ParseError: expected 50 labels, got 49: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Foreign Affairs & Defence"
auto parts imports and the auto pact,,"ParseError: expected 50 labels, got 49: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Foreign Affairs & Defence"
fishermen's fishing licenses and regulations,,"ParseError: expected 50 labels, got 49: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Foreign Affairs & Defence"
Canada Manpower Centre services,,"ParseError: expected 50 labels, got 49: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Foreign Affairs & Defence"
assistance for Prince Edward Island potato growers,,"ParseError: expected 50 labels, got 49: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Foreign Affairs & Defence"
order of business for the House,,"ParseError: expected 50 labels, got 49: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Foreign Affairs & Defence"
advance payments legislation for rapeseed,,"ParseError: expected 50 labels, got 49: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Foreign Affairs & Defence"
western canada railway freight rates,,"ParseError: expected 50 labels, got 49: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Foreign Affairs & Defence"
farmers leaving farms,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
access to correspondence on aboriginal rights,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
parliamentary interference with judicial inquiry,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
Indian land and treaty claims,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
point of order regarding relevance,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
agricultural policy and grain sales,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
Official Languages Act amendments,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
agreement to limit debate on Bill C-176,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
Prairie Grain Stabilization Act,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
stabilized income and production costs,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
Prairie Grain Stabilization Act farm debt,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
pension eligibility for spouses and survivors,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
potato producers of Prince Edward Island,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
Canadian payments to United States,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
strikes and lockouts in construction and agriculture,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
international monetary fund discussions,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
Canada's IMF exchange rate policy,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
interprovincial trade in agricultural produce,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
federal government position on provincial trade interference,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
assistance to potato industry,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
grain stabilization plan objections,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
farm income stabilization programs,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
crop insurance scheme implementation,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
Opportunities for Youth Program funding,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
summer employment in National Defence,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
pork price discrepancy investigation,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
TAPS route protection measures,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
federal government support for Olympics,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
House leaders discussions on speech length,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
corporate responsibility for native education,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
territorial government and local administration,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
lack of government leadership,,"ParseError: expected 50 labels, got 48: [
""Agriculture & Natural Resources"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Indigenous & Northern Affairs"",
""Parliamentary Affairs"",
""Agriculture & Natural Resources"",
""Intergovern"
