topic,category,error
Energy corporation capitalisation and ministerial control,Government Operations & Ethics,
English Channel tunnel construction contracts,Trade & Industry,
English and French facts in Canada,Intergovernmental & Constitutional Affairs,
English as language of work in Armed Forces,Foreign Affairs & Defence,
English copy of the order paper,Parliamentary Affairs,
English speaking minority in Quebec,Intergovernmental & Constitutional Affairs,
English speaking minority in Verdun,Intergovernmental & Constitutional Affairs,
English-French Canadian cultural contact in Quebec,Intergovernmental & Constitutional Affairs,
English-French Canadian relations,Intergovernmental & Constitutional Affairs,
English-only approach and cultural arrogance,Social Policy,
English-speaking Canadians and Quebec's grievances,Intergovernmental & Constitutional Affairs,
English-speaking Canadians in Quebec,Intergovernmental & Constitutional Affairs,
English-speaking citizens enjoying French culture,Intergovernmental & Constitutional Affairs,
Enterprise Cape Breton Corporation,Government Operations & Ethics,
Enterprise Cape Breton Corporation funding,Government Operations & Ethics,
Enterprise Cape Breton Corporation mandate,Government Operations & Ethics,
Enterprise Development Board and General Aluminum Forging Ltd,Trade & Industry,
Enterprise Development Board contributions and loan insurance,Government Operations & Ethics,
Enterprise Development Board loan guarantees,Trade & Industry,
Enterprise Development Board members and appointments,Government Operations & Ethics,
Enterprise Development Program and small business loans,Trade & Industry,
Enterprise Development Program budget and subsumption,Trade & Industry,
Enterprise Development Program expenditures by province,Economic & Fiscal Policy,
Enterprise Project '77 costs and benefits,Trade & Industry,
Environment 2000 program for stream cleanup,Agriculture & Natural Resources,
Environment Canada anti-pollution agency,Agriculture & Natural Resources,
Environment Canada budget and legislation,Government Operations & Ethics,
Environment Canada budget cuts,Economic & Fiscal Policy,
Environment Canada hiring of French-speaking candidates,Government Operations & Ethics,
Environment Canada project cost over-runs,Government Operations & Ethics,
Environment Canada's paper use,Government Operations & Ethics,
Environment Minister urges ban on Arctic drilling,Agriculture & Natural Resources,
Environment Week and industrial responsibility,Agriculture & Natural Resources,
Environment Week publicity campaign consultant fees,Government Operations & Ethics,
Environment Week spending and tax policy,Economic & Fiscal Policy,
Environment Week television show costs,Government Operations & Ethics,
Environmental Auditor General,Government Operations & Ethics,
Environmental Choice Program consumer awareness campaign,Trade & Industry,
Environmental Contaminants Act proposal,Agriculture & Natural Resources,
Environmental Protection Act,Agriculture & Natural Resources,
Environmental Protection Act amendments,Agriculture & Natural Resources,
Equal Opportunities for Women Program recommendations,Social Policy,
Equitable Income Tax Foundation and grain trade,Economic & Fiscal Policy,
"Eric Wyndham White, GATT director general",Trade & Industry,
Ernst Zundel and freedom of expression,"Justice, Rights & Immigration",
Ernst Zundel conviction and hate literature,"Justice, Rights & Immigration",
Erskine May on proceedings in Parliament,Parliamentary Affairs,
Esau Thoms illness and interim report,Government Operations & Ethics,
Eskimo Dog Foundation funding and future plans,Indigenous & Northern Affairs,
Eskimo administration in northern Quebec,Indigenous & Northern Affairs,
Eskimo affairs administration agreement,Indigenous & Northern Affairs,
Eskimo and Indian affairs transfer,Indigenous & Northern Affairs,
Eskimo and Indian jury appointments,"Justice, Rights & Immigration",
Eskimo assistance in Newfoundland,Indigenous & Northern Affairs,
Eskimo children's educational program,Indigenous & Northern Affairs,
Eskimo consultation on agreement,Indigenous & Northern Affairs,
Eskimo intelligence and resourcefulness,Indigenous & Northern Affairs,
Eskimo jurisdiction in Quebec,Indigenous & Northern Affairs,
Eskimo living conditions in New Quebec,Indigenous & Northern Affairs,
Eskimo migration and government assistance,Indigenous & Northern Affairs,
Eskimo migration and subsistence,Indigenous & Northern Affairs,
Eskimo people and their challenges,Indigenous & Northern Affairs,
Eskimo people in northern Quebec,Indigenous & Northern Affairs,
Eskimo people request for Boris Kotelewetz reinstatement,Indigenous & Northern Affairs,
Eskimo people's affairs and voting rights,Indigenous & Northern Affairs,
Eskimo presence on Baffin Island,Indigenous & Northern Affairs,
Eskimo religious freedom and education,Indigenous & Northern Affairs,
Eskimo representation at Arctic development congress,Indigenous & Northern Affairs,
Eskimo representation on commission,Indigenous & Northern Affairs,
Eskimo rights and federal jurisdiction,Indigenous & Northern Affairs,
Eskimo rights and referendum,Indigenous & Northern Affairs,
Eskimo self-determination,Indigenous & Northern Affairs,
Eskimo self-determination and integration,Indigenous & Northern Affairs,
Eskimo self-determination and rights in negotiations,Indigenous & Northern Affairs,
Eskimo self-determination in New Quebec,Indigenous & Northern Affairs,
Eskimo self-determination in northern Quebec,Indigenous & Northern Affairs,
Eskimo situation at Frobisher Bay,Indigenous & Northern Affairs,
Eskimo voting participation and rights,Indigenous & Northern Affairs,
Eskimo welfare and departmental responsibility,Indigenous & Northern Affairs,
Esquimalt and Nanaimo Railway passenger service,Trade & Industry,
Esquimalt-Nanaimo Railway passenger service,Trade & Industry,
Esquimau municipality and Victoria riding boundaries,Intergovernmental & Constitutional Affairs,
Established Programs Financing Act financing,Intergovernmental & Constitutional Affairs,
Established Programs Financing and Canada Assistance Plan,Social Policy,
Established Programs Financing cutbacks,Social Policy,
Established Programs Financing cuts,Social Policy,
Established Programs Financing for education and medicare,Social Policy,
Established Programs Financing growth,Social Policy,
Established Programs Financing legislation,Social Policy,
Established Programs Financing payments,Intergovernmental & Constitutional Affairs,
Established Programs Financing transfer payments,Intergovernmental & Constitutional Affairs,
Established Programs Interim Arrangements Act,Intergovernmental & Constitutional Affairs,
Establishment of Immigration Appeal Board,"Justice, Rights & Immigration",
Estate Tax Act amendments deferred,Economic & Fiscal Policy,
Estate Tax Act and Criminal Code amendment bill,Economic & Fiscal Policy,
Estate Tax Act and company taxation,Economic & Fiscal Policy,
Estate Tax Act changes,Economic & Fiscal Policy,
Estevan weathership replacement promise,Trade & Industry,
Estey Commission Report on bank bail-out,Economic & Fiscal Policy,
Estey Commission bank trouble and ministerial knowledge,Economic & Fiscal Policy,
Estey investigation into Bill,Parliamentary Affairs,
Estey report and Air Canada investigation,Government Operations & Ethics,
Estey report and Air Canada legislation,Trade & Industry,
Estey report on Air Canada fiscal management,Government Operations & Ethics,
Estimates and Studio D budget,Government Operations & Ethics,
Estimates and budget expenditure patterns,Parliamentary Affairs,
Estimates and cash flow for government spending,Economic & Fiscal Policy,
Estimates and fiscal restraint,Economic & Fiscal Policy,
Estimates and government priorities,Economic & Fiscal Policy,
Estimates and tabling of Part III reports,Parliamentary Affairs,
Estimates for Canadair and de Havilland financing,Trade & Industry,
"Estimates for fiscal year ending March 31, 1986",Economic & Fiscal Policy,
"Estimates for the financial year ending March 31, 1987",Economic & Fiscal Policy,
Estimates funding for National Film Board Studio D,Government Operations & Ethics,
Estimates presentation and committee work,Parliamentary Affairs,
Estimates process and public accounts committee,Parliamentary Affairs,
"Estimates, person-years, and program changes",Government Operations & Ethics,
Ethiopia famine and aid,Foreign Affairs & Defence,
Ethiopia forced closure of refugee camp,"Justice, Rights & Immigration",
Ethiopia humanitarian crisis and war,Foreign Affairs & Defence,
Ethiopian civil war and aid delivery,Foreign Affairs & Defence,
Ethiopian drought and resettlement,Foreign Affairs & Defence,
Ethiopian family relief and world agri-food policy,Foreign Affairs & Defence,
Ethiopian famine and international response,Foreign Affairs & Defence,
Ethiopian famine and peace initiative,Foreign Affairs & Defence,
Ethiopian famine and relief efforts,Foreign Affairs & Defence,
Ethiopian food crisis and Canadian food spending,Foreign Affairs & Defence,
Ethiopian relocation program and human rights,"Justice, Rights & Immigration",
Ethiopian resettlement programs and human rights violations,"Justice, Rights & Immigration",
Eugene Whelan's appointment and food policy,Agriculture & Natural Resources,
Eurodollars and international credit,Economic & Fiscal Policy,
European Bank for Reconstruction and Development,Foreign Affairs & Defence,
European Bank for Reconstruction and Development management errors,Foreign Affairs & Defence,
European Common Market fish product bans,Trade & Industry,
European Common Market tariff on Canadian exports,Trade & Industry,
European Community and seal hunt,Foreign Affairs & Defence,
European Community co-operation on fishing quotas,Agriculture & Natural Resources,
European Community measures on peace negotiations,Foreign Affairs & Defence,
European Community overfishing of groundfish,Agriculture & Natural Resources,
European Community overfishing offers,Agriculture & Natural Resources,
European Economic Community and refugee admission,"Justice, Rights & Immigration",
European Economic Community trade and population,Trade & Industry,
European Security and Cooperation Conference,Foreign Affairs & Defence,
European agricultural market access,Trade & Industry,
European community social contract,Trade & Industry,
European community trade agreement,Trade & Industry,
