topic,category,error
GST credit impact on northerners,Economic & Fiscal Policy,
GST credits for low-income Canadians,Economic & Fiscal Policy,
GST economic impact and job creation,Economic & Fiscal Policy,
GST exemption for foreign tourists,Economic & Fiscal Policy,
GST exemptions for tourism industry,Economic & Fiscal Policy,
GST fairness for co-operatives,Economic & Fiscal Policy,
GST harmonization with provinces,Economic & Fiscal Policy,
GST impact on Canadian retail sales,Economic & Fiscal Policy,
GST impact on Co-op Atlantic,Economic & Fiscal Policy,
GST impact on Quebec transfer payments and healthcare,Economic & Fiscal Policy,
GST impact on amateur sport funding,Economic & Fiscal Policy,
GST impact on car dealerships,Economic & Fiscal Policy,
GST impact on cost of living and education,Economic & Fiscal Policy,
GST impact on cross-border shopping,Trade & Industry,
GST impact on day care,Economic & Fiscal Policy,
GST impact on disabled people,Economic & Fiscal Policy,
GST impact on families,Economic & Fiscal Policy,
GST impact on housing affordability,Economic & Fiscal Policy,
GST impact on inflation and book exemptions,Economic & Fiscal Policy,
GST impact on inflation and economy,Economic & Fiscal Policy,
GST impact on manufacturing competitiveness,Economic & Fiscal Policy,
GST impact on retail co-operatives,Economic & Fiscal Policy,
GST impact on seniors,Economic & Fiscal Policy,
GST impact on small business,Economic & Fiscal Policy,
GST impact on tourism industry,Trade & Industry,
GST impact on tourist industry,Economic & Fiscal Policy,
GST impact on wages and inflation,Economic & Fiscal Policy,
GST impact on youth sports programs,Economic & Fiscal Policy,
GST implementation and Senate obstruction,Economic & Fiscal Policy,
GST implementation costs and alternatives,Economic & Fiscal Policy,
GST information brochure cost-effectiveness,Economic & Fiscal Policy,
GST legislation and Senate appointments,Economic & Fiscal Policy,
GST mandate and democratic process,Economic & Fiscal Policy,
GST on books,Economic & Fiscal Policy,
GST on books and learning materials,Economic & Fiscal Policy,
GST on books and magazines,Economic & Fiscal Policy,
GST on books and periodicals,Economic & Fiscal Policy,
"GST on books, newspapers and magazines",Economic & Fiscal Policy,
GST on co-operative investments and fees,Economic & Fiscal Policy,
GST on co-operative share capital,Economic & Fiscal Policy,
GST on corporate transfers,Economic & Fiscal Policy,
GST on grain transportation,Economic & Fiscal Policy,
GST on hydro utilities costs,Economic & Fiscal Policy,
"GST on magazines, books and newspapers",Economic & Fiscal Policy,
GST on newspapers and periodicals,Economic & Fiscal Policy,
GST on ordinary citizens,Economic & Fiscal Policy,
GST on reading material,Economic & Fiscal Policy,
GST opposition and consultation,Economic & Fiscal Policy,
GST opposition petition,Economic & Fiscal Policy,
GST policy and Liberal Party cynicism,Economic & Fiscal Policy,
GST price increases and government propaganda,Economic & Fiscal Policy,
GST principle and Senate debate,Economic & Fiscal Policy,
GST rate increase,Economic & Fiscal Policy,
GST rebates and administration costs,Economic & Fiscal Policy,
GST replacement funding for programs,Economic & Fiscal Policy,
GST revenue and debt reduction,Economic & Fiscal Policy,
GST revenue neutrality vs tax grab,Economic & Fiscal Policy,
GST sales tax strategy,Economic & Fiscal Policy,
GST support,Economic & Fiscal Policy,
GST tax credit for youth,Economic & Fiscal Policy,
GST tax increases and economic impact,Economic & Fiscal Policy,
GST transitional rules for housing industry,Economic & Fiscal Policy,
GST withdrawal from Senate consideration,Economic & Fiscal Policy,
Gagetown firing range for air defence,Foreign Affairs & Defence,
Gagetown report health hazards,Social Policy,
Gagetown training centre feasibility study,Government Operations & Ethics,
Gallup poll bias and social charter question,Social Policy,
Gander air crash inquiry,Government Operations & Ethics,
Gander air crash investigation,Government Operations & Ethics,
Gander crash investigation obstruction,"Justice, Rights & Immigration",
Garibaldi Park development proposals,Agriculture & Natural Resources,
Garrison Diversion Project environmental impact,Agriculture & Natural Resources,
Garrison Diversion Project funding,Agriculture & Natural Resources,
Garrison Diversion Project water protection,Agriculture & Natural Resources,
Garrison Diversion and Manitoba fishing industry,Agriculture & Natural Resources,
Garrison Diversion unit pollution in Manitoba,Agriculture & Natural Resources,
Garrison River diversion project and Canadian fishing industry,Agriculture & Natural Resources,
Garrison diversion lobbying,Agriculture & Natural Resources,
Garrison diversion project and boundary treaty,Intergovernmental & Constitutional Affairs,
Garrison diversion project effects on Manitoba waters,Agriculture & Natural Resources,
Garrison diversion project opposition,Foreign Affairs & Defence,
Garrison project moratorium,Agriculture & Natural Resources,
Garrison project water pollution,Agriculture & Natural Resources,
Gaspe Peninsula paper mill assistance,Trade & Industry,
Gaspe economic development agency funding,Economic & Fiscal Policy,
Gaspe peninsula railway act renewal,Trade & Industry,
Gaspe peninsula railway construction funding,Trade & Industry,
Gaspe railway construction costs and representations,Trade & Industry,
Gaspesia Pulp and Paper wharf construction,Trade & Industry,
Gatineau Park activities,Agriculture & Natural Resources,
Gatineau Park development agreement,Government Operations & Ethics,
Gatineau Park skiing and conservation,Agriculture & Natural Resources,
Gaz Metropolitain offer for Gulf refinery,Trade & Industry,
Gaz metropolitan bid and Prime Minister's statement,Trade & Industry,
Gemini system and de facto control,Government Operations & Ethics,
General Adjustment Assistance Program for company,Trade & Industry,
General Adjustment Assistance Program loans and grants,Trade & Industry,
General Allard statements,Foreign Affairs & Defence,
General Allard's statement on mobile peace force,Foreign Affairs & Defence,
General Allen's testimony and government accountability,Government Operations & Ethics,
General Bernatchez's resignation,"Justice, Rights & Immigration",
General Dynamics F16 and F18A aircraft,Foreign Affairs & Defence,
General Foods coffee price increase,Economic & Fiscal Policy,
General Gyani's directives,Foreign Affairs & Defence,
General Instrument Corporation lay-offs,Trade & Industry,
General Lemnitzer NATO parliamentary association visit,Foreign Affairs & Defence,
General Moncel's views on unification,Foreign Affairs & Defence,
General Motors Lumina line retooling,Trade & Industry,
General Motors automotive manufacturing facility,Trade & Industry,
General Motors development in Canada,Trade & Industry,
General Motors investment in Canada,Trade & Industry,
General Motors labour dispute,Trade & Industry,
General Motors obeying Canadian laws,Trade & Industry,
General Motors plant expenditure in Quebec,Trade & Industry,
General Motors van plant shutdown and alternatives,Trade & Industry,
General Motors withdrawal from South Africa,Foreign Affairs & Defence,
General Motors workforce in Sainte-Therese,Trade & Industry,
General Quang narcotics smuggling trade,"Justice, Rights & Immigration",
General de Gaulle's visit to Quebec,Foreign Affairs & Defence,
Geneva agreement and truce commission,Foreign Affairs & Defence,
Geneva conference on Viet Nam,Foreign Affairs & Defence,
Geneva meeting and official figures,Foreign Affairs & Defence,
Genstar takeover by Imasco,Trade & Industry,
George Derby Hospital lands in Burnaby,Social Policy,
Georges Bank fishery protection amendments,Agriculture & Natural Resources,
Georges Bank fishing rights,Agriculture & Natural Resources,
Georges Bank offshore oil exploration,Agriculture & Natural Resources,
Georges Bank oil and gas development moratorium,Agriculture & Natural Resources,
German Democratic Republic mail classification,Government Operations & Ethics,
German industrialists and the cold war,Foreign Affairs & Defence,
German proposal for polar icebreakers,Foreign Affairs & Defence,
German reunification and UN membership,Foreign Affairs & Defence,
German veterans' benefits,Social Policy,
Giant Yellowknife mine strike,Trade & Industry,
Gillespie guidelines violation,Government Operations & Ethics,
Gimli incident inquiry,Government Operations & Ethics,
Gimli incident public examination,"Justice, Rights & Immigration",
Glace Bay and Port Hawkesbury heavy water plants,Trade & Industry,
Glace Bay community response to government action,Economic & Fiscal Policy,
Glace Bay heavy water plant financing,Trade & Industry,
Glace Bay heavy water plant production,Agriculture & Natural Resources,
Glace Bay heavy water plant reconstruction,Trade & Industry,
Glace Bay mining disaster,Agriculture & Natural Resources,
Gladstone Liberalism and individual rights,"Justice, Rights & Immigration",
Glassco commission report on purchasing procedures,Government Operations & Ethics,
Global leak investigation,Government Operations & Ethics,
Globe and Mail editorial on government budget,Economic & Fiscal Policy,
Globe and Mail story correction,Government Operations & Ethics,
Gold report and illegal picketing,Trade & Industry,
Good Friday sitting and party leaders' meeting,Parliamentary Affairs,
Good News Broadcasting Corporation incorporation,Parliamentary Affairs,
Goods and Services Tax (GST),Economic & Fiscal Policy,
Goods and Services Tax (GST) administration,Economic & Fiscal Policy,
Goods and Services Tax (GST) advantages,Economic & Fiscal Policy,
Goods and Services Tax (GST) debate,Economic & Fiscal Policy,
Goods and Services Tax (GST) debate and opposition obstruction,Parliamentary Affairs,
Goods and Services Tax (GST) economic impact,Economic & Fiscal Policy,
Goods and Services Tax (GST) implementation,Economic & Fiscal Policy,
